distance,bank_angle
1585.677064,-0.231852
1586.676861,-0.23213
1587.676657,-0.2324
1588.676453,-0.232664
1589.67625,-0.232921
1590.676046,-0.23317
1591.675843,-0.233412
1592.675639,-0.233647
1593.675435,-0.233875
1594.675232,-0.234095
1595.675028,-0.234307
1596.674824,-0.234512
1597.674621,-0.234709
1598.674417,-0.234899
1599.674214,-0.235082
1600.67401,-0.235257
1601.673806,-0.235424
1602.673603,-0.235584
1603.673399,-0.235736
1604.673195,-0.235881
1605.672992,-0.236019
1606.672788,-0.236149
1607.672585,-0.236272
1608.672381,-0.236387
1609.672177,-0.236494
1610.671974,-0.236595
1611.67177,-0.236688
1612.671567,-0.236773
1613.671363,-0.236851
1614.671159,-0.236922
1615.670956,-0.236986
1616.670752,-0.237043
1617.670548,-0.237094
1618.670345,-0.237137
1619.670141,-0.237175
1620.669938,-0.237206
1621.669734,-0.237231
1622.66953,-0.237251
1623.669327,-0.237265
1624.669123,-0.237275
1625.66892,-0.237279
1626.668716,-0.237279
1627.668512,-0.237274
1628.668309,-0.237266
1629.668105,-0.237253
1630.667901,-0.237237
1631.667698,-0.237216
1632.667494,-0.237193
1633.667291,-0.237165
1634.667087,-0.237134
1635.666883,-0.237099
1636.66668,-0.237061
1637.666476,-0.237019
1638.666273,-0.236974
1639.666069,-0.236925
1640.665865,-0.236873
1641.665662,-0.236817
1642.665458,-0.236758
1643.665254,-0.236696
1644.665051,-0.236631
1645.664847,-0.236563
1646.664644,-0.236493
1647.66444,-0.236421
1648.664236,-0.236347
1649.664033,-0.236271
1650.663829,-0.236195
1651.663626,-0.236118
1652.663422,-0.236041
1653.663218,-0.235963
1654.663015,-0.235887
1655.662811,-0.235811
1656.662607,-0.235736
1657.662404,-0.235663
1658.6622,-0.235592
1659.661997,-0.235524
1660.661793,-0.235458
1661.661589,-0.235395
1662.661386,-0.235335
1663.661182,-0.23528
1664.660979,-0.235228
1665.660775,-0.235182
1666.660571,-0.23514
1667.660368,-0.235104
1668.660164,-0.235074
1669.65996,-0.23505
1670.659757,-0.235033
1671.659553,-0.235024
1672.65935,-0.235022
1673.659146,-0.235029
1674.658942,-0.235045
1675.658739,-0.235069
1676.658535,-0.235103
1677.658331,-0.235146
1678.658128,-0.235199
1679.657924,-0.235262
1680.657721,-0.235334
1681.657517,-0.235416
1682.657313,-0.235506
1683.65711,-0.235605
1684.656906,-0.235713
1685.656703,-0.235828
1686.656499,-0.235951
1687.656295,-0.23608
1688.656092,-0.236215
1689.655888,-0.236355
1690.655684,-0.2365
1691.655481,-0.236649
1692.655277,-0.2368
1693.655074,-0.236954
1694.65487,-0.237111
1695.654666,-0.237268
1696.654463,-0.237426
1697.654259,-0.237584
1698.654056,-0.237742
1699.653852,-0.2379
1700.653648,-0.238056
1701.653445,-0.23821
1702.653241,-0.238363
1703.653037,-0.238513
1704.652834,-0.23866
1705.65263,-0.238805
1706.652427,-0.238946
1707.652223,-0.239084
1708.652019,-0.239217
1709.651816,-0.239347
1710.651612,-0.239472
1711.651409,-0.239592
1712.651205,-0.239707
1713.651001,-0.239816
1714.650798,-0.23992
1715.650594,-0.240018
1716.65039,-0.24011
1717.650187,-0.240196
1718.649983,-0.240276
1719.64978,-0.240349
1720.649576,-0.240415
1721.649372,-0.240475
1722.649169,-0.240528
1723.648965,-0.240574
1724.648762,-0.240613
1725.648558,-0.240646
1726.648354,-0.240672
1727.648151,-0.240691
1728.647947,-0.240704
1729.647743,-0.24071
1730.64754,-0.240709
1731.647336,-0.240702
1732.647133,-0.240689
1733.646929,-0.240669
1734.646725,-0.240643
1735.646522,-0.24061
1736.646318,-0.240572
1737.646115,-0.240528
1738.645911,-0.240478
1739.645707,-0.240423
1740.645504,-0.240362
1741.6453,-0.240297
1742.645096,-0.240228
1743.644893,-0.240155
1744.644689,-0.240077
1745.644486,-0.239997
1746.644282,-0.239914
1747.644078,-0.239829
1748.643875,-0.239743
1749.643671,-0.239655
1750.643467,-0.239566
1751.643264,-0.239478
1752.64306,-0.23939
1753.642857,-0.239303
1754.642653,-0.239218
1755.642449,-0.239135
1756.642246,-0.239055
1757.642042,-0.238978
1758.641839,-0.238904
1759.641635,-0.238834
1760.641431,-0.238768
1761.641228,-0.238707
1762.641024,-0.238651
1763.64082,-0.2386
1764.640617,-0.238555
1765.640413,-0.238515
1766.64021,-0.238481
1767.640006,-0.238453
1768.639802,-0.238432
1769.639599,-0.238417
1770.639395,-0.238408
1771.639192,-0.238406
1772.638988,-0.23841
1773.638784,-0.23842
1774.638581,-0.238436
1775.638377,-0.238458
1776.638173,-0.238486
1777.63797,-0.238518
1778.637766,-0.238556
1779.637563,-0.238597
1780.637359,-0.238642
1781.637155,-0.23869
1782.636952,-0.238741
1783.636748,-0.238793
1784.636545,-0.238847
1785.636341,-0.238901
1786.636137,-0.238955
1787.635934,-0.239008
1788.63573,-0.23906
1789.635526,-0.239111
1790.635323,-0.239159
1791.635119,-0.239205
1792.634916,-0.239249
1793.634712,-0.239289
1794.634508,-0.239327
1795.634305,-0.239362
1796.634101,-0.239394
1797.633898,-0.239423
1798.633694,-0.239449
1799.63349,-0.239474
1800.633287,-0.239496
1801.633083,-0.239516
1802.632879,-0.239536
1803.632676,-0.239555
1804.632472,-0.239573
1805.632269,-0.239592
1806.632065,-0.239612
1807.631861,-0.239633
1808.631658,-0.239655
1809.631454,-0.23968
1810.63125,-0.239708
1811.631047,-0.239739
1812.630843,-0.239774
1813.63064,-0.239812
1814.630436,-0.239855
1815.630232,-0.239903
1816.630029,-0.239956
1817.629825,-0.240014
1818.629622,-0.240078
1819.629418,-0.240146
1820.629214,-0.24022
1821.629011,-0.2403
1822.628807,-0.240384
1823.628603,-0.240474
1824.6284,-0.240568
1825.628196,-0.240667
1826.627993,-0.24077
1827.627789,-0.240877
1828.627585,-0.240987
1829.627382,-0.2411
1830.627178,-0.241216
1831.626975,-0.241333
1832.626771,-0.241451
1833.626567,-0.241571
1834.626364,-0.24169
1835.62616,-0.241809
1836.625956,-0.241927
1837.625753,-0.242043
1838.625549,-0.242157
1839.625346,-0.242269
1840.625142,-0.242379
1841.624938,-0.242485
1842.624735,-0.242587
1843.624531,-0.242686
1844.624328,-0.242781
1845.624124,-0.242873
1846.62392,-0.24296
1847.623717,-0.243044
1848.623513,-0.243124
1849.623309,-0.2432
1850.623106,-0.243273
1851.622902,-0.243343
1852.622699,-0.243409
1853.622495,-0.243473
1854.622291,-0.243535
1855.622088,-0.243594
1856.621884,-0.243652
1857.621681,-0.243707
1858.621477,-0.243762
1859.621273,-0.243815
1860.62107,-0.243867
1861.620866,-0.243918
1862.620662,-0.243968
1863.620459,-0.244018
1864.620255,-0.244068
1865.620052,-0.244117
1866.619848,-0.244166
1867.619644,-0.244214
1868.619441,-0.244262
1869.619237,-0.244309
1870.619034,-0.244356
1871.61883,-0.244402
1872.618626,-0.244447
1873.618423,-0.244492
1874.618219,-0.244535
1875.618015,-0.244577
1876.617812,-0.244617
1877.617608,-0.244656
1878.617405,-0.244693
1879.617201,-0.244729
1880.616997,-0.244762
1881.616794,-0.244794
1882.61659,-0.244823
1883.616386,-0.244851
1884.616183,-0.244876
1885.615979,-0.244899
1886.615776,-0.244919
1887.615572,-0.244938
1888.615368,-0.244954
1889.615165,-0.244968
1890.614961,-0.24498
1891.614758,-0.24499
1892.614554,-0.244998
1893.61435,-0.245004
1894.614147,-0.245008
1895.613943,-0.245011
1896.613739,-0.245013
1897.613536,-0.245013
1898.613332,-0.245012
1899.613129,-0.24501
1900.612925,-0.245007
1901.612721,-0.245003
1902.612518,-0.244998
1903.612314,-0.244993
1904.612111,-0.244988
1905.611907,-0.244982
1906.611703,-0.244977
1907.6115,-0.244971
1908.611296,-0.244966
1909.611092,-0.244961
1910.610889,-0.244957
1911.610685,-0.244954
1912.610482,-0.244951
1913.610278,-0.244949
1914.610074,-0.244949
1915.609871,-0.244949
1916.609667,-0.244952
1917.609464,-0.244955
1918.60926,-0.244961
1919.609056,-0.244968
1920.608853,-0.244976
1921.608649,-0.244987
1922.608445,-0.245
1923.608242,-0.245015
1924.608038,-0.245032
1925.607835,-0.245052
1926.607631,-0.245074
1927.607427,-0.245098
1928.607224,-0.245125
1929.60702,-0.245155
1930.606817,-0.245187
1931.606613,-0.245222
1932.606409,-0.24526
1933.606206,-0.2453
1934.606002,-0.245343
1935.605798,-0.245389
1936.605595,-0.245438
1937.605391,-0.24549
1938.605188,-0.245545
1939.604984,-0.245602
1940.60478,-0.245662
1941.604577,-0.245724
1942.604373,-0.24579
1943.60417,-0.245857
1944.603966,-0.245926
1945.603762,-0.245998
1946.603559,-0.246072
1947.603355,-0.246147
1948.603151,-0.246224
1949.602948,-0.246302
1950.602744,-0.246381
1951.602541,-0.246461
1952.602337,-0.246542
1953.602133,-0.246623
1954.60193,-0.246705
1955.601726,-0.246787
1956.601522,-0.246869
1957.601319,-0.246951
1958.601115,-0.247032
1959.600912,-0.247113
1960.600708,-0.247193
1961.600504,-0.247272
1962.600301,-0.24735
1963.600097,-0.247426
1964.599894,-0.2475
1965.59969,-0.247573
1966.599486,-0.247643
1967.599283,-0.247711
1968.599079,-0.247775
1969.598875,-0.247837
1970.598672,-0.247895
1971.598468,-0.247949
1972.598265,-0.247999
1973.598061,-0.248044
1974.597857,-0.248085
1975.597654,-0.248121
1976.59745,-0.248152
1977.597247,-0.248177
1978.597043,-0.248196
1979.596839,-0.248209
1980.596636,-0.248216
1981.596432,-0.248217
1982.596228,-0.248211
1983.596025,-0.248199
1984.595821,-0.24818
1985.595618,-0.248154
1986.595414,-0.248122
1987.59521,-0.248083
1988.595007,-0.248038
1989.594803,-0.247985
1990.5946,-0.247926
1991.594396,-0.247861
1992.594192,-0.247788
1993.593989,-0.247709
1994.593785,-0.247623
1995.593581,-0.24753
1996.593378,-0.247431
1997.593174,-0.247324
1998.592971,-0.24721
1999.592767,-0.24709
2000.592563,-0.246962
2001.59236,-0.246826
2002.592156,-0.246684
2003.591953,-0.246534
2004.591749,-0.246376
2005.591545,-0.246211
2006.591342,-0.246038
2007.591138,-0.245857
2008.590934,-0.245669
2009.590731,-0.245473
2010.590527,-0.24527
2011.590324,-0.245058
2012.59012,-0.244839
2013.589916,-0.244612
2014.589713,-0.244378
2015.589509,-0.244136
2016.589305,-0.243886
2017.589102,-0.243628
2018.588898,-0.243362
2019.588695,-0.243089
2020.588491,-0.242808
2021.588287,-0.242519
2022.588084,-0.242222
2023.58788,-0.241917
2024.587677,-0.241604
2025.587473,-0.241282
2026.587269,-0.240953
2027.587066,-0.240615
2028.586862,-0.240269
2029.586658,-0.239914
2030.586455,-0.239551
2031.586251,-0.23918
2032.586048,-0.2388
2033.585844,-0.238411
2034.58564,-0.238014
2035.585437,-0.237608
2036.585233,-0.237193
2037.58503,-0.23677
2038.584826,-0.236338
2039.584622,-0.235897
2040.584419,-0.235448
2041.584215,-0.234991
2042.584011,-0.234525
2043.583808,-0.23405
2044.583604,-0.233568
2045.583401,-0.233078
2046.583197,-0.232579
2047.582993,-0.232073
2048.58279,-0.231559
2049.582586,-0.231038
2050.582383,-0.230509
2051.582179,-0.229973
2052.581975,-0.22943
2053.581772,-0.22888
2054.581568,-0.228324
2055.581364,-0.227762
2056.581161,-0.227193
2057.580957,-0.226619
2058.580754,-0.226039
2059.58055,-0.225453
2060.580346,-0.224863
2061.580143,-0.224267
2062.579939,-0.223667
2063.579736,-0.223063
2064.579532,-0.222455
2065.579328,-0.221843
2066.579125,-0.221228
2067.578921,-0.220609
2068.578717,-0.219988
2069.578514,-0.219364
2070.57831,-0.218737
2071.578107,-0.218109
2072.577903,-0.217479
2073.577699,-0.216847
2074.577496,-0.216214
2075.577292,-0.215579
2076.577089,-0.214944
2077.576885,-0.214309
2078.576681,-0.213673
2079.576478,-0.213036
2080.576274,-0.2124
2081.57607,-0.211765
2082.575867,-0.211129
2083.575663,-0.210495
2084.57546,-0.209861
2085.575256,-0.209228
2086.575052,-0.208596
2087.574849,-0.207966
2088.574645,-0.207337
2089.574441,-0.20671
2090.574238,-0.206085
2091.574034,-0.205462
2092.573831,-0.20484
2093.573627,-0.204221
2094.573423,-0.203604
2095.57322,-0.20299
2096.573016,-0.202378
2097.572813,-0.201769
2098.572609,-0.201163
2099.572405,-0.200559
2100.572202,-0.199959
2101.571998,-0.199362
2102.571794,-0.198768
2103.571591,-0.198177
2104.571387,-0.197591
2105.571184,-0.197007
2106.57098,-0.196428
2107.570776,-0.195852
2108.570573,-0.19528
2109.570369,-0.194713
2110.570166,-0.194149
2111.569962,-0.19359
2112.569758,-0.193035
2113.569555,-0.192484
2114.569351,-0.191938
2115.569147,-0.191395
2116.568944,-0.190858
2117.56874,-0.190325
2118.568537,-0.189796
2119.568333,-0.189272
2120.568129,-0.188752
2121.567926,-0.188237
2122.567722,-0.187727
2123.567519,-0.18722
2124.567315,-0.186719
2125.567111,-0.186222
2126.566908,-0.185729
2127.566704,-0.185241
2128.5665,-0.184757
2129.566297,-0.184278
2130.566093,-0.183803
2131.56589,-0.183332
2132.565686,-0.182865
2133.565482,-0.182403
2134.565279,-0.181945
2135.565075,-0.181491
2136.564872,-0.181041
2137.564668,-0.180596
2138.564464,-0.180154
2139.564261,-0.179716
2140.564057,-0.179281
2141.563853,-0.178851
2142.56365,-0.178424
2143.563446,-0.178
2144.563243,-0.17758
2145.563039,-0.177163
2146.562835,-0.176749
2147.562632,-0.176338
2148.562428,-0.17593
2149.562225,-0.175526
2150.562021,-0.175123
2151.561817,-0.174724
2152.561614,-0.174327
2153.56141,-0.173933
2154.561206,-0.173541
2155.561003,-0.173152
2156.560799,-0.172765
2157.560596,-0.17238
2158.560392,-0.171997
2159.560188,-0.171617
2160.559985,-0.171239
2161.559781,-0.170864
2162.559577,-0.17049
2163.559374,-0.170119
2164.55917,-0.169751
2165.558967,-0.169384
2166.558763,-0.16902
2167.558559,-0.168659
2168.558356,-0.1683
2169.558152,-0.167945
2170.557949,-0.167592
2171.557745,-0.167242
2172.557541,-0.166895
2173.557338,-0.166552
2174.557134,-0.166213
2175.55693,-0.165878
2176.556727,-0.165548
2177.556523,-0.165222
2178.55632,-0.164901
2179.556116,-0.164585
2180.555912,-0.164275
2181.555709,-0.163972
2182.555505,-0.163675
2183.555302,-0.163384
2184.555098,-0.163101
2185.554894,-0.162826
2186.554691,-0.162559
2187.554487,-0.1623
2188.554283,-0.16205
2189.55408,-0.16181
2190.553876,-0.161578
2191.553673,-0.161356
2192.553469,-0.161144
2193.553265,-0.160942
2194.553062,-0.16075
2195.552858,-0.160569
2196.552655,-0.160398
2197.552451,-0.160237
2198.552247,-0.160087
2199.552044,-0.159947
2200.55184,-0.159817
2201.551636,-0.159698
2202.551433,-0.159589
2203.551229,-0.15949
2204.551026,-0.1594
2205.550822,-0.15932
2206.550618,-0.15925
2207.550415,-0.159189
2208.550211,-0.159137
2209.550008,-0.159094
2210.549804,-0.159059
2211.5496,-0.159032
2212.549397,-0.159014
2213.549193,-0.159003
2214.548989,-0.158999
2215.548786,-0.159003
2216.548582,-0.159014
2217.548379,-0.159031
2218.548175,-0.159055
2219.547971,-0.159085
2220.547768,-0.159121
2221.547564,-0.159163
2222.54736,-0.159211
2223.547157,-0.159264
2224.546953,-0.159322
2225.54675,-0.159386
2226.546546,-0.159455
2227.546342,-0.159529
2228.546139,-0.159608
2229.545935,-0.159692
2230.545732,-0.159781
2231.545528,-0.159874
2232.545324,-0.159973
2233.545121,-0.160076
2234.544917,-0.160184
2235.544713,-0.160297
2236.54451,-0.160414
2237.544306,-0.160536
2238.544103,-0.160663
2239.543899,-0.160795
2240.543695,-0.160931
2241.543492,-0.161072
2242.543288,-0.161218
2243.543085,-0.161368
2244.542881,-0.161522
2245.542677,-0.161681
2246.542474,-0.161844
2247.54227,-0.162011
2248.542066,-0.162182
2249.541863,-0.162356
2250.541659,-0.162534
2251.541456,-0.162715
2252.541252,-0.1629
2253.541048,-0.163087
2254.540845,-0.163277
2255.540641,-0.16347
2256.540438,-0.163665
2257.540234,-0.163862
2258.54003,-0.164061
2259.539827,-0.164261
2260.539623,-0.164463
2261.539419,-0.164666
2262.539216,-0.164869
2263.539012,-0.165074
2264.538809,-0.165278
2265.538605,-0.165483
2266.538401,-0.165687
2267.538198,-0.165891
2268.537994,-0.166094
2269.537791,-0.166297
2270.537587,-0.166498
2271.537383,-0.166698
2272.53718,-0.166896
2273.536976,-0.167092
2274.536772,-0.167287
2275.536569,-0.167479
2276.536365,-0.167668
2277.536162,-0.167856
2278.535958,-0.16804
2279.535754,-0.168222
2280.535551,-0.168401
2281.535347,-0.168577
2282.535144,-0.168749
2283.53494,-0.168919
2284.534736,-0.169086
2285.534533,-0.16925
2286.534329,-0.169411
2287.534125,-0.169569
2288.533922,-0.169724
2289.533718,-0.169876
2290.533515,-0.170025
2291.533311,-0.170172
2292.533107,-0.170316
2293.532904,-0.170457
2294.5327,-0.170596
2295.532496,-0.170732
2296.532293,-0.170866
2297.532089,-0.170997
2298.531886,-0.171125
2299.531682,-0.171251
2300.531478,-0.171374
2301.531275,-0.171495
2302.531071,-0.171613
2303.530868,-0.171728
2304.530664,-0.171841
2305.53046,-0.171951
2306.530257,-0.172059
2307.530053,-0.172164
2308.529849,-0.172266
2309.529646,-0.172365
2310.529442,-0.172462
2311.529239,-0.172557
2312.529035,-0.172648
2313.528831,-0.172738
2314.528628,-0.172824
2315.528424,-0.172908
2316.528221,-0.17299
2317.528017,-0.173069
2318.527813,-0.173146
2319.52761,-0.173221
2320.527406,-0.173295
2321.527202,-0.173367
2322.526999,-0.173437
2323.526795,-0.173507
2324.526592,-0.173575
2325.526388,-0.173644
2326.526184,-0.173712
2327.525981,-0.17378
2328.525777,-0.17385
2329.525574,-0.17392
2330.52537,-0.173992
2331.525166,-0.174066
2332.524963,-0.174143
2333.524759,-0.174223
2334.524555,-0.174305
2335.524352,-0.174392
2336.524148,-0.174483
2337.523945,-0.174578
2338.523741,-0.174677
2339.523537,-0.174782
2340.523334,-0.174891
2341.52313,-0.175005
2342.522927,-0.175124
2343.522723,-0.175248
2344.522519,-0.175377
2345.522316,-0.175509
2346.522112,-0.175646
2347.521908,-0.175786
2348.521705,-0.175928
2349.521501,-0.176073
2350.521298,-0.17622
2351.521094,-0.176367
2352.52089,-0.176515
2353.520687,-0.176663
2354.520483,-0.17681
